0.15996  	0.13286  	0.11216  	-0.3530  	-0.3810  	-0.4610  	0.30452  	0.53927  	0.23227  	0.23283  	1.04561  	-1.5246  	-0.2645  	-1.3538  	0.34397  	-0.3772  	0.74105  	0.05967  	0.21232  	0.23812  	0.78325  	-0.0925  	0.95343  	-0.6718  	0.62829  	-0.1829  	0.34651  	0.38038  	-0.3601  	0.23454  	-0.1085  	0.14498  	0.07932  	-0.1146  	0.21856  	-0.2135  	0.39860  	-0.2307  	-0.0066  	0.52222  	-0.3571  	-0.1102  	0.15093  	-0.1760  	-0.1536  	0.02804  	0.07972  	-0.0915  	-0.0386  	0.12220  	0.06579  	0.06561  	-0.0774  	0.00947  	-0.0156  	-0.0220  	-0.0120  	0.01423  	-0.0582  	-0.0001  	0.03300  	0.02269  	0.04058  	0.01364  	-0.0517  	0.24087  	-0.2077  	0.04250  	-0.0126  	-0.1404  	
0.15992  	0.13287  	0.11220  	-0.3530  	-0.3810  	-0.4609  	0.30454  	0.53932  	0.23224  	0.23282  	1.04564  	-1.5246  	-0.2645  	-1.3538  	0.34397  	-0.3772  	0.74106  	0.05968  	0.21232  	0.23815  	0.78324  	-0.0925  	0.95343  	-0.6719  	0.62829  	-0.1829  	0.34650  	0.38045  	-0.3601  	0.23452  	-0.1085  	0.14498  	0.07932  	-0.1145  	0.21852  	-0.2135  	0.39860  	-0.2307  	-0.0066  	0.52222  	-0.3571  	-0.1103  	0.15092  	-0.1760  	-0.1536  	0.02804  	0.07972  	-0.0915  	-0.0386  	0.12221  	0.06580  	0.06561  	-0.0774  	0.00947  	-0.0156  	-0.0220  	-0.0120  	0.01423  	-0.0582  	-0.0001  	0.03300  	0.02268  	0.04059  	0.01364  	-0.0537  	0.24143  	-0.2060  	0.04127  	-0.0117  	-0.1391  	
0.14778  	0.13021  	0.09767  	-0.3496  	-0.3768  	-0.4709  	0.30452  	0.53093  	0.23603  	0.24947  	1.05454  	-1.5019  	-0.2676  	-1.3644  	0.32150  	-0.3804  	0.74317  	0.06573  	0.20780  	0.25327  	0.76539  	-0.0969  	0.94662  	-0.6915  	0.62239  	-0.1732  	0.31518  	0.41795  	-0.3386  	0.22538  	-0.1020  	0.13648  	0.08958  	-0.1128  	0.19644  	-0.2081  	0.38232  	-0.2378  	-0.0004  	0.51935  	-0.3388  	-0.1182  	0.15842  	-0.1747  	-0.1496  	0.02819  	0.08209  	-0.0936  	-0.0406  	0.12487  	0.06397  	0.06624  	-0.0782  	0.00800  	-0.0157  	-0.0249  	-0.0135  	0.01449  	-0.0564  	-0.0013  	0.03303  	0.02391  	0.03963  	0.01192  	-0.0554  	0.24174  	-0.2047  	0.04013  	-0.0111  	-0.1377  	
0.16872  	0.10054  	0.13453  	-0.3665  	-0.3541  	-0.4524  	0.31204  	0.51837  	0.23038  	0.32207  	0.98298  	-1.5287  	-0.2364  	-1.3395  	0.21847  	-0.3358  	0.74474  	0.08883  	0.21859  	0.26900  	0.70045  	-0.1002  	0.88791  	-0.7301  	0.67610  	-0.1766  	0.33191  	0.47378  	-0.2647  	0.25249  	-0.0919  	0.14602  	0.08320  	-0.1124  	0.15195  	-0.1707  	0.31951  	-0.2589  	0.04555  	0.53654  	-0.3291  	-0.1202  	0.18116  	-0.1654  	-0.1481  	0.02493  	0.08001  	-0.0732  	-0.0264  	0.12425  	0.06412  	0.06538  	-0.0783  	0.01153  	-0.0112  	-0.0229  	-0.0193  	0.00723  	-0.0545  	0.00107  	0.03983  	0.02249  	0.04682  	0.01590  	-0.0567  	0.24181  	-0.2038  	0.03908  	-0.0107  	-0.1361  	
0.01379  	0.04098  	-0.0486  	-0.5390  	-0.3864  	-0.7036  	0.31882  	0.37767  	0.14296  	0.45341  	0.93944  	-1.6223  	-0.1747  	-1.3666  	0.01351  	-0.4367  	0.70212  	0.19222  	0.16870  	0.36846  	0.45222  	-0.1624  	0.75739  	-0.7247  	0.79265  	-0.1777  	0.26596  	0.62782  	-0.1072  	0.27284  	-0.0972  	0.10748  	0.08368  	-0.1177  	0.10090  	-0.0823  	0.17233  	-0.3268  	0.10751  	0.59241  	-0.2933  	-0.0974  	0.17459  	-0.1892  	-0.1549  	0.03217  	0.08416  	-0.0606  	-0.0318  	0.13583  	0.07242  	0.05211  	-0.0818  	0.00298  	-0.0096  	-0.0342  	-0.0031  	0.01063  	-0.0530  	-0.0098  	0.03132  	0.01124  	0.04848  	0.01647  	-0.0577  	0.24164  	-0.2034  	0.03813  	-0.0106  	-0.1343  	
-0.3640  	-0.0243  	-0.2678  	-0.6843  	-0.3823  	-0.9078  	0.32566  	0.31650  	0.12579  	0.49741  	1.08704  	-1.6027  	-0.2907  	-1.4778  	-0.1138  	-0.5431  	0.68885  	0.20555  	0.21834  	0.41227  	0.45845  	-0.1438  	0.75117  	-0.7248  	0.69049  	-0.1412  	0.17699  	0.60749  	-0.1125  	0.22537  	-0.0826  	0.05585  	0.08235  	-0.1039  	0.09572  	-0.0550  	0.16920  	-0.3304  	0.05535  	0.61648  	-0.3000  	-0.1012  	0.15663  	-0.1673  	-0.1433  	0.02422  	0.09080  	-0.0848  	-0.0469  	0.12904  	0.07185  	0.05608  	-0.0872  	0.00773  	-0.0183  	-0.0423  	0.00181  	0.00669  	-0.0490  	-0.0046  	0.02016  	0.01653  	0.04903  	0.01086  	-0.0582  	0.24121  	-0.2034  	0.03728  	-0.0109  	-0.1324  	
-0.7246  	-0.1656  	-0.4219  	-0.8546  	-0.4285  	-1.0633  	0.28436  	0.23060  	0.05813  	0.50531  	1.16438  	-1.5709  	-0.3779  	-1.7233  	-0.2290  	-0.6439  	0.71470  	0.20472  	0.23497  	0.42713  	0.38000  	-0.1081  	0.81736  	-0.7886  	0.66855  	-0.1266  	0.11665  	0.72469  	-0.0267  	0.24050  	-0.0875  	0.05675  	0.04478  	-0.1106  	-0.0285  	-0.0145  	0.08783  	-0.3518  	0.11596  	0.62440  	-0.3156  	-0.0798  	0.11466  	-0.2008  	-0.1303  	0.02861  	0.08440  	-0.0964  	-0.0445  	0.12596  	0.07906  	0.06478  	-0.0854  	0.00334  	-0.0111  	-0.0443  	-9.9742  	0.01330  	-0.0490  	0.00290  	0.02878  	0.01718  	0.03775  	0.00532  	-0.0584  	0.24055  	-0.2038  	0.03652  	-0.0113  	-0.1303  	
-0.5427  	-0.0511  	-0.3425  	-0.7401  	-0.4105  	-0.9701  	0.27076  	0.33133  	0.05533  	0.50900  	1.12898  	-1.5618  	-0.3358  	-1.6789  	-0.1653  	-0.6461  	0.69940  	0.21430  	0.21743  	0.42404  	0.43359  	-0.1293  	0.84178  	-0.8079  	0.69428  	-0.1437  	0.14743  	0.73456  	-0.0063  	0.26084  	-0.0872  	0.03599  	0.02036  	-0.1147  	-0.0187  	-0.0140  	0.09061  	-0.3613  	0.14548  	0.62876  	-0.2978  	-0.0913  	0.11116  	-0.1880  	-0.1384  	0.02659  	0.08716  	-0.1098  	-0.0433  	0.12039  	0.08255  	0.06021  	-0.0897  	0.00275  	-0.0146  	-0.0490  	0.00630  	0.01551  	-0.0502  	-0.0034  	0.02706  	0.01374  	0.03798  	0.01228  	-0.0585  	0.23877  	-0.2051  	0.03651  	-0.0129  	-0.1320  	
-0.5480  	-0.0469  	-0.3048  	-0.8026  	-0.4162  	-0.9311  	0.27064  	0.27039  	0.07419  	0.53511  	0.97398  	-1.5292  	-0.3114  	-1.6952  	-0.1724  	-0.6105  	0.69620  	0.26815  	0.24928  	0.45147  	0.31597  	-0.1196  	0.84348  	-0.8697  	0.70819  	-0.1339  	0.06937  	0.86011  	0.07303  	0.27415  	-0.0544  	0.03252  	0.04004  	-0.0883  	-0.0949  	-0.0137  	0.01673  	-0.3758  	0.16740  	0.62353  	-0.2610  	-0.1076  	0.16350  	-0.1675  	-0.1453  	0.02593  	0.08136  	-0.0901  	-0.0377  	0.11240  	0.07372  	0.06383  	-0.0957  	-0.0006  	-0.0171  	-0.0492  	0.00165  	0.01270  	-0.0562  	-0.0109  	0.03414  	0.01356  	0.03980  	0.01378  	-0.0589  	0.23726  	-0.2069  	0.03597  	-0.0137  	-0.1333  	
-0.6063  	-0.0625  	-0.2885  	-0.7530  	-0.3953  	-0.9627  	0.29090  	0.24114  	0.09094  	0.55510  	1.00113  	-1.5395  	-0.3371  	-1.7560  	-0.1667  	-0.5963  	0.68535  	0.28424  	0.21627  	0.48483  	0.28571  	-0.1353  	0.81270  	-0.8655  	0.70405  	-0.1446  	0.05353  	0.87149  	0.08559  	0.26684  	-0.0548  	0.02859  	0.04847  	-0.0781  	-0.0978  	-0.0025  	0.01227  	-0.3780  	0.15911  	0.63242  	-0.2593  	-0.1102  	0.15745  	-0.1706  	-0.1459  	0.02108  	0.07925  	-0.0930  	-0.0337  	0.12104  	0.07918  	0.05779  	-0.0917  	0.00217  	-0.0140  	-0.0476  	0.00176  	0.01358  	-0.0585  	-0.0086  	0.02923  	0.01961  	0.04739  	0.01915  	-0.0577  	0.23572  	-0.2088  	0.03513  	-0.0145  	-0.1275  	
